Counter_x	Image	class label	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	Concentration (C)	Asymmetry (A)	Clumpiness (S)	Sersic N	Shape Asymmetry (A_S)	Counter_y	$\Delta$PA	v_asym	s_asym	resids	\lambdare	$\epsilon$	A	$A_2$	deltapos	deltapos2	nspax	re	$\mu_V$	$\sigma_{V}$	skewvel	$h_{4,V}$	$\mu_{\sigma}$	$\sigma_{\sigma}$	skewsig	$h_{4,\sigma}$	$|h_{3,V}|$	$|h_{3,\sigma}|$	random
3	fg1_m13_iso0.333_rotated	0	0.49	0	1	0.0	0.0	0.4793917039110901	-1.7268308602927818	2.7510327229552773	-0.060682555582458775	-0.005553650617458463	0.8846	0.13099333879171488	21	3.56	0.04	0.08	7.97	0.71	0.33	8.0	21.06	0.68	0.64	754	11.43	1.29	52.64	-0.11	-1.11	37.37	9.54	0.23	1.14	0.11	0.23	-0.39
4	fg1_m13_iso0.333_rotated	0	0.98	0	1	0.0	0.0	0.529991034943613	-1.7280590387097379	2.7921589035357623	-0.00017000013100530124	-0.02235728700669016	1.0972	0.17770862294414125	28	39.9	0.1	0.07	27.04	0.8	0.81	24.62	49.36	0.0	0.77	830	80.93	5.66	58.12	-0.04	-1.38	39.49	8.64	-0.06	1.48	0.04	0.06	-0.5
5	fg1_m13_iso0.333_rotated	0	1.96	0	1	0.0	0.0	0.5721763898099647	-2.1161378608415244	3.546454651989396	-0.042442697107304576	-0.22372968848652666	1.8935	0.16262370205621862	35	3.61	0.08	0.05	11.64	0.65	0.32	13.7	18.0	0.0	0.77	544	25.62	14.87	46.26	0.04	-1.28	53.44	10.07	0.69	-0.29	0.04	0.69	-0.07
6	fg1_m13_iso0.333_rotated	0	0.05	1	1	0.0	0.0	0.4988063029323528	-1.7333725563110718	2.803583688796333	-0.05419315920528535	0.00440079492247767	0.8219	0.08354916049507048	1	1.99	0.02	0.07	7.89	0.8	0.53	1.93	6.37	0.68	0.48	710	12.72	0.47	61.68	-0.04	-1.07	31.3	17.17	-0.34	-0.68	0.04	0.34	0.65
7	fg1_m13_iso0.333_rotated	0	0.1	1	1	0.0	0.0	0.5084994447432979	-1.7251916069639526	2.7363375251461464	-0.06284970550236381	-0.008963895016127375	0.8055	0.09203724608771124	8	8.55	0.03	0.06	10.87	0.79	0.55	3.04	9.48	0.68	0.48	678	12.23	1.04	64.85	-0.03	-1.14	35.73	12.13	-0.38	0.43	0.03	0.38	0.28
8	fg1_m13_iso0.333_rotated	0	0.29	1	1	0.0	0.0	0.5204857036439283	-1.7585179401590023	2.828323258298552	-0.041350613511943024	-0.010899565661384765	0.8335	0.09195932292815194	15	1.98	0.05	0.05	9.09	0.78	0.54	3.5	11.91	0.68	0.48	663	12.05	6.22	64.17	-0.11	-1.14	36.44	13.88	-0.49	0.37	0.11	0.49	0.21
9	fg1_m13_iso0.333_rotated	0	0.49	1	1	0.0	0.0	0.5040771568311491	-1.7311131830998754	2.825093830707534	-0.06256597885012012	-0.002978122861748408	0.8455	0.09558601312976002	22	3.06	0.04	0.08	8.67	0.75	0.56	6.57	19.47	0.68	0.48	638	11.75	5.89	65.0	-0.18	-1.18	39.07	9.99	0.11	-0.05	0.18	0.11	-0.5
10	fg1_m13_iso0.333_rotated	0	0.98	1	1	0.0	0.0	0.5265137976080547	-1.6871208795832109	2.894254667638662	-0.016574726766016273	-0.003187539983420466	0.9837	0.15954605483294435	29	3.96	0.04	0.06	7.48	0.8	0.5	2.62	5.7	0.68	0.77	677	16.0	3.21	72.45	-0.2	-1.33	42.28	8.75	-0.05	1.3	0.2	0.05	1.37
11	fg1_m13_iso0.333_rotated	0	1.96	1	1	0.0	0.0	0.5381275178853451	-2.0382950424511863	3.570801139198764	-0.09813096173803676	-0.006651704963923225	1.7832	0.16808039420452295	36	2.63	0.04	0.06	10.18	0.76	0.53	2.98	5.94	1.55	0.48	580	32.37	7.53	68.47	0.0	-1.43	53.52	12.18	0.85	1.74	0.0	0.85	1.37
12	fg1_m13_iso0.333_rotated	0	0.05	2	1	0.0	0.0	0.509156165546161	-1.7198405959766072	2.7678982090640214	-0.06775743694823251	0.004991368618157512	0.8083	0.10822541391170848	2	3.37	0.02	0.05	4.92	0.8	0.53	3.67	11.37	0.68	0.77	703	12.63	4.01	61.85	0.01	-1.15	33.72	13.71	-0.47	0.09	0.01	0.47	-0.47
