Counter_x	Image	class label	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	Concentration (C)	Asymmetry (A)	Clumpiness (S)	Sersic N	Shape Asymmetry (A_S)	Counter_y	$\Delta$PA	v_asym	s_asym	resids	\lambdare	$\epsilon$	A	$A_2$	deltapos	deltapos2	nspax	re	$\mu_V$	$\sigma_{V}$	skewvel	$h_{4,V}$	$\mu_{\sigma}$	$\sigma_{\sigma}$	skewsig	$h_{4,\sigma}$	$|h_{3,V}|$	$|h_{3,\sigma}|$	random
115	fg3_m10	0	0.05	4	1	0.0	0.0	0.5197206251164099	-1.9201275605472423	3.015961691297827	-0.0476356293207704	-0.015841517807632176	1.4201	0.06328767876737541	4	0.52	0.03	0.05	9.74	0.66	0.22	1.2	3.66	0.68	0.48	764	13.41	21.48	76.0	-0.05	-1.24	73.9	22.36	-0.02	0.36	0.05	0.02	-1.02
134	fg3_m10	0	10.74	4	1	0.0	0.0	0.525075107578225	-2.129070816831996	3.2756782143124594	-0.08758012420939777	-0.2289219885815772	2.5398	0.17153629079056992	145	7.26	0.04	0.02	6.84	0.52	0.13	4.9	13.8	0.96	0.77	708	13.77	11.91	58.0	0.02	-1.35	90.23	14.28	1.24	0.88	0.02	1.24	-1.41
135	fg3_m10	0	11.13	4	1	0.0	0.0	0.5228099561804133	-2.1724699769126925	3.3656236534711184	-0.10020358333168808	-0.23456941266065026	2.5119	0.1631823776810724	151	4.8	0.04	0.02	9.59	0.51	0.16	4.64	10.43	0.68	0.48	660	13.5	11.18	60.14	0.05	-1.26	92.33	13.33	1.46	1.42	0.05	1.46	0.25
136	fg3_m10	0	11.64	4	1	0.0	0.0	0.5259219587948069	-2.175116699477005	3.3969334983559163	-0.0821172506582714	-0.28427178541582115	2.4756	0.15375293877186175	165	32.77	0.05	0.04	9.11	0.56	0.94	3.08	8.9	0.86	0.48	643	283.94	12.24	61.23	0.11	-1.35	92.19	13.89	1.16	0.94	0.11	1.16	-0.43
138	fg3_m10	0	0.05	5	1	0.0	0.0	0.4995277706304558	-1.8858566621682824	2.9932523696909663	-0.062543840105412	-0.005003040947942919	1.298	0.06816591409121887	5	1.13	0.02	0.04	7.92	0.72	0.42	8.97	20.61	0.61	0.77	1256	15.31	1.31	96.17	-0.03	-1.14	65.22	24.69	0.47	-0.05	0.03	0.47	0.08
154	fg3_m10	1	9.56	5	1	0.0	0.0	0.5327271728644143	-2.1025430430612024	3.4624189462376256	-0.14873927945574453	-0.11837349450525947	2.0865	0.2029500083672299	110	0.59	0.03	0.03	16.16	0.53	0.51	15.11	15.31	0.68	0.48	367	9.97	11.58	74.48	-0.03	-1.13	105.21	15.26	0.62	-0.2	0.03	0.62	-0.85
155	fg3_m10	0	9.76	5	1	0.0	0.0	0.539998633407518	-2.1509427817995648	3.429663223196435	-0.11584485881252395	-0.06600143437882088	2.0572	0.17293616589506164	116	0.51	0.02	0.03	9.55	0.65	0.48	4.19	6.04	0.68	0.77	802	15.13	13.69	101.99	0.02	-1.45	93.15	15.17	1.56	1.88	0.02	1.56	-0.39
156	fg3_m10	0	9.95	5	1	0.0	0.0	0.5408233346526996	-2.1404444069483124	3.4792627263624247	-0.16968317534537408	-0.09906040285987848	2.0707	0.11642654907900235	121	0.96	0.03	0.03	9.04	0.64	0.49	3.74	6.91	0.68	0.77	811	14.71	11.37	102.21	-0.03	-1.42	94.78	14.1	1.68	2.51	0.03	1.68	0.12
157	fg3_m10	0	10.15	5	1	0.0	0.0	0.5231387989966709	-2.082998327916552	3.4175353792215706	-0.1852085745181921	-0.03772912354606808	2.03	0.11685106146809253	127	4.96	0.03	0.03	10.75	0.72	0.6	2.55	3.29	0.68	0.77	904	23.0	22.0	110.45	0.08	-1.46	93.37	14.47	1.35	1.57	0.08	1.35	-0.9
158	fg3_m10	0	10.35	5	1	0.0	0.0	0.5463430803024697	-2.144110368050867	3.4378718813565783	-0.14157451542594587	-0.24034044353520065	2.0728	0.1317315896562684	133	1.19	0.03	0.03	12.01	0.64	0.49	4.18	6.6	0.68	0.48	781	14.91	11.71	101.83	0.02	-1.43	94.32	14.01	1.63	2.53	0.02	1.63	-0.31
159	fg3_m10	0	10.54	5	1	0.0	0.0	0.5257358666759108	-2.107781179470822	3.4256194865616325	-0.09101881195785017	-0.046201576723746286	2.0268	0.13761196229530764	140	1.12	0.03	0.03	8.83	0.65	0.51	15.88	25.16	0.61	0.77	785	15.3	14.09	102.37	-0.01	-1.44	93.61	15.6	1.05	1.0	0.01	1.05	0.88
160	fg3_m10	0	10.74	5	1	0.0	0.0	0.5372900412324525	-2.123834111309572	3.4891612347708283	-0.120015208624721	-0.1112380043512421	1.9797	0.09155806420857623	146	0.34	0.03	0.04	15.98	0.53	0.54	1.78	2.4	0.68	0.48	368	10.48	6.55	75.33	-0.05	-1.14	106.25	14.86	0.8	0.34	0.05	0.8	0.48
161	fg3_m10	0	11.13	5	1	0.0	0.0	0.528314626977518	-2.1161552814059537	3.4730761527712293	-0.15935633855717574	-0.15371093119756388	2.0278	0.13970246922940285	152	1.78	0.03	0.03	16.74	0.54	0.53	1.6	2.38	0.68	0.48	367	10.55	13.62	75.06	0.03	-1.14	104.95	14.99	0.76	-0.32	0.03	0.76	0.46
162	fg3_m10	0	11.18	5	1	0.0	0.0	0.5392615364852915	-2.1603919925120785	3.5292664660847723	-0.17486924168895848	-0.20162774880134968	2.0829	0.18659802969704709	159	69.83	0.02	0.03	9.06	0.73	0.79	1.64	1.66	0.68	0.77	808	70.06	12.78	110.86	0.04	-1.48	92.88	15.91	1.35	1.6	0.04	1.35	-1.42
163	fg3_m10	0	11.64	5	1	0.0	0.0	0.5398230883089861	-2.175561427361241	3.521057503524478	-0.18269894950395696	-0.03319713548722143	2.0475	0.08807640574832264	166	0.95	0.02	0.03	10.47	0.65	0.52	1.58	2.12	0.68	0.77	708	14.87	10.07	102.51	-0.01	-1.46	97.08	14.75	1.29	0.91	0.01	1.29	-0.99
164	fg3_m10	0	12.13	5	1	0.0	0.0	0.5302565553963159	-2.115753492599322	3.452140846998666	-0.21486162550381016	-0.1998032107492661	2.0036	0.06922103857213098	172	6.77	0.03	0.04	12.1	0.72	0.93	3.34	2.01	0.68	0.48	797	66.48	13.6	108.03	-0.02	-1.47	95.39	13.95	1.61	2.61	0.02	1.61	0.94
165	fg3_m10	0	12.61	5	1	0.0	0.0	0.5471735778592562	-2.1574786685437486	3.5119874986517097	-0.18927699119470814	-0.10152762859374193	2.0761	0.12343963983490992	178	1.16	0.02	0.03	9.87	0.63	0.5	4.0	4.5	0.68	0.77	586	14.28	14.23	90.32	-0.0	-1.4	99.99	13.65	1.47	1.54	0.0	1.47	-0.33
166	fg3_m10	0	13.1	5	1	0.0	0.0	0.5404481226416914	-2.1820418912797086	3.5234465372391472	-0.14698950068303562	-0.19933443534134776	2.1148	0.11040428017551232	184	67.14	0.03	0.03	10.39	0.69	0.49	0.83	0.92	0.68	0.77	658	30.81	15.54	102.64	0.02	-1.42	98.18	14.18	1.38	1.26	0.02	1.38	1.82
167	fg3_m10	0	13.4	5	1	0.0	0.0	0.5397573746128138	-2.167021567871845	3.5192857941537152	-0.1622189859135417	-0.1525655977227792	2.0863	0.10699130232246558	190	0.94	0.03	0.03	14.05	0.69	0.53	1.12	0.9	0.68	0.48	613	31.29	10.62	101.42	-0.04	-1.43	101.07	13.95	1.12	0.63	0.04	1.12	-0.58
168	fg3_m10	0	0.05	6	1	0.0	0.0	0.5938838895531146	-1.7140008432229483	3.405778230047123	-0.0370406885330579	0.04589484983993758	0.6607	0.07449925494187824	6	1.43	0.03	0.05	8.8	0.8	0.83	7.42	6.46	0.68	0.77	923	21.4	13.23	123.21	-0.03	-1.51	65.51	18.86	-0.39	0.25	0.03	0.39	1.6
184	fg3_m10	1	9.56	6	1	0.0	0.0	0.5371130144520601	-2.088557954225841	3.631500680581337	-0.14815423794808755	-0.021369428347177876	1.8554	0.1590045449324974	111	88.67	0.02	0.02	9.36	0.75	0.56	1.94	5.04	1.25	0.77	866	41.61	8.02	123.09	-0.12	-1.53	94.27	13.77	1.27	2.18	0.12	1.27	0.46
185	fg3_m10	0	9.76	6	1	0.0	0.0	0.5470613938800107	-2.099179608263885	3.5695099128316343	-0.11497239246548333	-0.0038180119671132524	1.7590000000000001	0.16979675519097998	117	82.4	0.04	0.04	12.42	0.76	0.82	1.79	5.03	1.09	0.48	857	91.37	3.67	121.88	-0.06	-1.56	91.94	15.31	1.07	1.08	0.06	1.07	-0.96
186	fg3_m10	0	9.95	6	1	0.0	0.0	0.5453550822121968	-2.0949096464829697	3.5842629447154035	-0.12926618745373278	-0.01107805541383208	1.7855	0.11021154056049008	122	83.2	0.03	0.03	12.61	0.76	0.43	8.17	7.54	0.68	0.48	847	27.75	10.73	122.39	0.07	-1.55	92.61	15.75	1.13	0.71	0.07	1.13	-1.04
187	fg3_m10	0	10.15	6	1	0.0	0.0	0.5483072238176989	-2.093673615294047	3.5153542392647363	-0.08679179384181719	-0.019918974447525068	1.7679	0.22470323457594996	128	6.65	0.03	0.02	10.91	0.75	0.9	0.8	2.69	0.68	0.48	837	52.52	3.06	118.61	0.06	-1.52	92.32	14.79	1.12	0.81	0.06	1.12	-0.93
188	fg3_m10	0	10.35	6	1	0.0	0.0	0.5428897866165461	-2.099614226946215	3.6292126383175387	-0.1745868139163299	-0.02888532483765452	1.8413	0.10438885148959537	134	8.31	0.03	0.03	12.53	0.76	0.61	2.83	4.43	0.96	0.48	827	26.25	1.47	121.74	-0.04	-1.54	93.76	15.1	1.31	1.38	0.04	1.31	0.92
189	fg3_m10	0	10.54	6	1	0.0	0.0	0.5429875632215497	-2.098325301828963	3.5107016713089494	-0.05994863340273358	-0.023876751205954883	1.7783	0.08408863685864909	141	16.38	0.03	0.03	12.12	0.72	0.0	5.09	5.16	0.68	0.48	792	18.55	2.37	117.67	-0.0	-1.53	94.02	13.99	1.65	2.44	0.0	1.65	-0.99
190	fg3_m10	0	10.74	6	1	0.0	0.0	0.5401844226246181	-2.0595159503487066	3.5116754569976667	-0.10045606019090517	-0.027859656431239714	1.7243	0.09893642145548427	147	0.17	0.03	0.03	11.56	0.6	0.61	14.49	21.99	0.96	0.48	562	11.87	2.53	95.15	-0.04	-1.34	98.13	15.36	0.79	0.61	0.04	0.79	0.54
191	fg3_m10	0	11.13	6	1	0.0	0.0	0.5364268401339225	-2.098385436205409	3.6221865906898065	-0.11351240784279902	-0.030341661618167263	1.8342	0.06416850577440422	153	3.55	0.07	0.05	21.9	0.69	0.64	7.82	5.97	1.09	0.48	693	16.13	3.51	109.51	-0.04	-1.47	94.99	15.26	1.11	0.86	0.04	1.11	-0.43
192	fg3_m10	0	11.18	6	1	0.0	0.0	0.5444923820939117	-2.132472151154664	3.53323832203591	-0.13240063194480986	-0.02067378902808021	1.879	0.14193962781850622	160	23.71	0.02	0.02	9.51	0.71	0.4	3.71	2.43	0.96	0.77	689	17.77	1.85	108.2	-0.03	-1.48	95.94	13.57	1.62	2.36	0.03	1.62	0.76
193	fg3_m10	0	11.64	6	1	0.0	0.0	0.532073781967973	-2.107279442174804	3.5799046242965487	-0.13867002685223734	-0.04578980738364835	1.9040000000000001	0.12157363797714454	167	1.65	0.03	0.04	10.98	0.75	0.88	0.79	3.11	0.68	0.48	720	41.63	1.86	115.6	0.02	-1.48	94.7	15.47	0.93	0.52	0.02	0.93	0.09
194	fg3_m10	0	12.13	6	1	0.0	0.0	0.5341642185420539	-2.0840268892334834	3.5094028196077467	-0.08181252657843302	-0.008014593305622708	1.8259999999999998	0.15696952874238967	173	58.76	0.02	0.03	10.77	0.75	0.46	3.55	4.42	0.96	0.48	776	26.16	1.77	115.59	0.0	-1.51	94.02	14.76	1.35	1.23	0.0	1.35	-0.98
195	fg3_m10	0	12.61	6	1	0.0	0.0	0.5330905757201797	-2.1056770173391754	3.6021617314848084	-0.08333079449786401	-0.07397090312853567	1.9168	0.12682436100338518	179	81.85	0.02	0.03	9.69	0.74	0.65	1.48	3.06	0.96	0.77	726	50.33	7.04	112.4	-0.0	-1.51	95.75	14.39	1.19	1.19	0.0	1.19	0.28
196	fg3_m10	0	13.1	6	1	0.0	0.0	0.5292111944922164	-2.131639482981656	3.61473096566642	-0.1412170441041517	-0.1328211852530028	1.9562	0.1014863078640397	185	71.91	0.04	0.04	13.08	0.73	0.57	1.62	3.82	0.68	0.48	666	33.77	2.07	109.96	-0.01	-1.45	98.23	13.53	1.54	1.81	0.01	1.54	-1.71
197	fg3_m10	0	13.4	6	1	0.0	0.0	0.5371907023777079	-2.13883021889461	3.5800383639131783	-0.12406366059339954	-0.02788081827000829	1.9486	0.13718438751872655	191	0.97	0.03	0.03	11.19	0.72	0.58	4.19	5.56	0.96	0.48	635	30.49	0.72	108.88	-0.02	-1.45	98.57	14.3	1.09	0.73	0.02	1.09	-1.61
0	fg3_m15	0	0.05	0	1	0.0	0.0	0.5245978344856145	-1.9055536607849466	2.9833091037207176	-0.06100665445698916	-0.031651321210718064	1.4340000000000002	0.08062691582339683	0	2.19	0.03	0.06	9.43	0.55	0.13	4.23	13.17	0.68	0.48	764	12.83	0.81	63.86	-0.07	-1.24	74.89	22.38	0.08	0.07	0.07	0.08	0.11
14	fg3_m15	1	3.91	0	1	0.0	0.0	0.5683647059014478	-2.0325306239492105	3.4089886211421336	-0.018686120756447586	-0.055836864336990914	1.7962	0.34679034114556856	98	1.03	0.05	0.05	12.68	0.48	0.16	14.36	20.14	0.86	0.64	368	11.21	3.46	61.42	-0.13	-1.2	106.55	19.28	0.11	-0.82	0.13	0.11	1.48
15	fg3_m15	1	4.11	0	1	0.0	0.0	0.5572288984923133	-1.999601774101364	3.1772846021417243	-0.05829216356239553	-0.05749923748451796	1.6841	0.16412540041359788	105	20.51	0.03	0.03	11.53	0.5	0.12	9.38	11.21	0.68	0.48	368	10.87	7.71	63.38	0.02	-1.22	105.87	19.41	0.11	-0.67	0.02	0.11	1.03
16	fg3_m15	0	4.29	0	1	0.0	0.0	0.6081956823059768	-2.1271999137355126	3.35963452622742	-0.07630045602237137	-0.050985326969716915	1.8122	0.24391304688063686	112	9.33	0.03	0.03	9.23	0.5	0.28	6.87	22.33	0.86	0.48	764	11.44	5.33	65.96	-0.0	-1.29	92.5	18.65	0.88	0.23	0.0	0.88	1.13
17	fg3_m15	0	4.49	0	1	0.0	0.0	0.5954732854430862	-2.0760465453955246	3.288281835544871	-0.059292048480413875	-0.08203477125862223	1.7487	0.15603807411239454	119	8.92	0.04	0.03	10.95	0.48	0.22	4.01	9.89	0.86	0.48	368	10.27	5.55	62.21	-0.0	-1.26	104.42	18.94	0.18	-0.44	0.0	0.18	-0.71
18	fg3_m15	0	4.68	0	1	0.0	0.0	0.5838669885275399	-2.0543055630504243	3.2373291119991525	-0.020875739718070517	-0.06279764204567725	1.7162	0.293530137309221	126	9.0	0.04	0.04	12.4	0.5	0.15	6.34	13.66	0.68	0.48	368	10.66	0.77	63.38	-0.06	-1.31	104.97	18.77	0.26	-0.41	0.06	0.26	1.72
19	fg3_m15	0	4.88	0	1	0.0	0.0	0.58722041477493	-2.0621765527924363	3.2919020334872284	-0.09095434050894444	-0.062401332523317116	1.7083	0.3084093997268705	133	8.64	0.04	0.04	12.27	0.49	0.29	8.52	15.48	0.68	0.48	368	11.29	1.09	62.43	-0.07	-1.25	105.84	19.17	0.08	-0.33	0.07	0.08	0.38
20	fg3_m15	0	0.05	1	1	0.0	0.0	0.5987360721077996	-1.728403960469746	3.3921222877588804	0.04068949812332616	0.04777853831860545	0.6505	0.07496302662080298	1	5.38	0.07	0.07	11.9	0.82	0.84	5.61	3.38	0.86	0.48	866	22.09	49.23	118.51	-0.0	-1.49	65.26	17.33	-0.04	0.59	0.0	0.04	-0.32
34	fg3_m15	1	3.91	1	1	0.0	0.0	0.5382981788212486	-1.8937658314280936	3.429089696965205	-0.024823679148619025	-0.003583243359465975	1.3696	0.19201789270566727	99	1.49	0.03	0.03	12.82	0.6	0.62	11.14	21.99	0.61	0.48	659	13.85	12.99	92.67	0.04	-1.06	108.85	20.22	0.6	-0.28	0.04	0.6	-0.51
35	fg3_m15	1	4.11	1	1	0.0	0.0	0.5669369926228983	-1.9182873606534128	3.2203040176424533	-0.010626546690730937	0.00596362964676519	1.3156	0.12815463211186176	106	1.98	0.03	0.03	12.49	0.58	0.64	8.13	19.37	0.68	0.48	647	13.08	0.07	95.56	-0.04	-1.1	110.11	19.76	0.48	-0.4	0.04	0.48	-0.33
36	fg3_m15	0	4.29	1	1	0.0	0.0	0.5704021523639998	-1.9444521923880058	3.4025667220657425	-0.018660807017598903	-0.0013585340666883966	1.3422	0.1831435878240589	113	2.14	0.02	0.02	7.76	0.62	0.66	21.33	32.45	0.96	0.77	640	13.86	12.04	96.17	0.03	-1.09	108.71	18.47	0.71	-0.17	0.03	0.71	-0.4
37	fg3_m15	0	4.49	1	1	0.0	0.0	0.5559073737582488	-1.953642659153688	3.4307005153583363	-0.09539759176935697	-0.005684274341720638	1.354	0.10158571946356558	120	0.4	0.02	0.02	6.8	0.61	0.65	9.97	17.96	0.68	0.77	650	13.59	17.25	94.03	-0.02	-1.08	107.49	19.4	0.57	-0.29	0.02	0.57	-0.15
38	fg3_m15	0	4.68	1	1	0.0	0.0	0.5675246759058763	-1.9492102714733872	3.2513861821040866	-0.020507967804598303	0.005741923882514975	1.3546	0.09217381209150388	127	0.76	0.03	0.03	13.04	0.6	0.63	11.3	23.16	0.96	0.48	648	13.45	5.47	96.02	-0.01	-1.09	108.53	19.3	0.6	-0.16	0.01	0.6	0.63
39	fg3_m15	0	4.88	1	1	0.0	0.0	0.5449936762312793	-1.9535568626209727	3.3307861873799234	-0.040525484850367055	-0.00564433948386316	1.3373	0.2008756461193871	134	0.91	0.03	0.04	12.32	0.62	0.64	25.34	35.56	0.68	0.48	636	13.76	10.71	95.01	-0.05	-1.09	106.5	19.91	0.78	-0.14	0.05	0.78	-0.61
40	fg3_m15	0	0.05	2	1	0.0	0.0	0.5769173096855433	-1.7402203562829714	3.3754974391779595	-0.0159880467981954	0.0229035585245322	0.6928	0.10167872807566183	2	1.19	0.06	0.06	13.5	0.79	0.83	20.81	18.89	0.91	0.77	947	23.08	7.97	118.81	-0.01	-1.47	66.29	20.04	-0.27	0.05	0.01	0.27	2.18
54	fg3_m15	1	3.91	2	1	0.0	0.0	0.5606238420682912	-1.9830768871427464	3.3593902771826833	-0.024236010015890038	-0.004702688423431734	1.5019	0.1850943565559827	100	2.34	0.02	0.02	7.92	0.56	0.52	1.95	5.55	0.96	0.77	734	13.54	2.26	89.02	0.0	-1.11	108.93	19.77	0.57	-0.19	0.0	0.57	-2.2
55	fg3_m15	1	4.11	2	1	0.0	0.0	0.5483965370903436	-1.9589804799106048	3.3819245950231185	-0.06339745454537914	-0.0074811183971418066	1.4239	0.2859838255681839	107	3.24	0.03	0.03	15.22	0.55	0.6	1.51	4.09	1.09	0.48	710	13.86	8.15	91.11	0.01	-1.15	109.83	18.23	0.78	0.53	0.01	0.78	0.54
56	fg3_m15	0	4.29	2	1	0.0	0.0	0.5684090895297113	-1.9855778187611035	3.33561192388888	-0.020766791811194413	-0.017019037447705655	1.4804	0.15976370095925208	114	2.58	0.02	0.03	7.17	0.57	0.47	1.75	5.06	0.86	0.77	723	13.42	16.3	90.43	-0.03	-1.15	104.85	20.61	0.55	-0.27	0.03	0.55	-0.3
57	fg3_m15	0	4.49	2	1	0.0	0.0	0.5656169170960663	-1.958458041034844	3.321572382802904	-0.06693346313985107	-0.0032158738935399666	1.4614	0.1055497241942878	121	1.37	0.03	0.03	15.6	0.57	0.53	11.75	27.05	1.09	0.48	720	13.27	8.3	91.7	0.06	-1.15	106.37	18.86	0.88	0.67	0.06	0.88	-1.74
58	fg3_m15	0	4.68	2	1	0.0	0.0	0.5557190843238947	-1.956065123573485	3.2747863865754234	-0.044166631918395684	-0.00612879560847824	1.4537	0.2436417257210773	128	0.59	0.03	0.03	15.39	0.57	0.53	12.38	20.25	1.09	0.48	710	13.02	11.65	91.79	0.02	-1.16	104.43	18.81	0.97	0.66	0.02	0.97	-1.06
59	fg3_m15	0	4.88	2	1	0.0	0.0	0.5716680193482634	-1.9589450728052304	3.2252092979467815	-0.06765568870309009	-0.001495238625540544	1.4377	0.18453161990536202	135	1.49	0.03	0.04	15.27	0.56	0.47	10.55	13.8	0.86	0.48	722	12.87	12.03	91.74	-0.02	-1.16	105.24	19.64	0.81	0.18	0.02	0.81	0.89
60	fg3_m15	0	0.05	3	1	0.0	0.0	0.5185424629727032	-1.8980286077756523	2.993517664882506	-0.022339992608596402	-0.00478753671386331	1.3451	0.05980458037754258	3	0.94	0.02	0.04	8.37	0.69	0.29	4.92	11.81	0.96	0.77	764	13.74	36.57	84.29	-0.07	-1.18	76.11	22.98	0.32	-0.11	0.07	0.32	-2.79
74	fg3_m15	1	3.91	3	1	0.0	0.0	0.5646063074700225	-2.0320641320261035	3.3623598207763488	-0.0016091438109253234	-0.014743394416131943	1.6738	0.3550983596204268	101	1.07	0.03	0.03	10.33	0.55	0.37	2.49	7.9	0.86	0.48	759	11.69	4.25	85.81	-0.05	-1.19	104.87	19.14	0.88	0.32	0.05	0.88	1.17
