Counter_x	Image	class label	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	Concentration (C)	Asymmetry (A)	Clumpiness (S)	Sersic N	Shape Asymmetry (A_S)	Counter_y	$\Delta$PA	v_asym	s_asym	resids	\lambdare	$\epsilon$	A	$A_2$	deltapos	deltapos2	nspax	re	$\mu_V$	$\sigma_{V}$	skewvel	$h_{4,V}$	$\mu_{\sigma}$	$\sigma_{\sigma}$	skewsig	$h_{4,\sigma}$	$|h_{3,V}|$	$|h_{3,\sigma}|$	random
74	fg3_m12	0	2.79	2	1	0.0	0.0	0.5726483598919921	-2.086251951037167	3.755783039958153	0.04955520506395116	-0.009604540659364356	2.2529	0.1897984251165229	93	23.13	0.08	0.05	14.22	0.27	0.21	12.28	12.38	1.09	0.48	368	9.42	22.6	51.41	0.03	-1.05	152.91	29.19	0.1	-0.71	0.03	0.1	0.49
76	fg3_m12	0	4.6	2	1	0.0	0.0	0.5539127851552859	-2.3516211579908863	4.038184820457253	0.01051687581837781	0.008714403995350088	3.3047	0.1870684531472311	103	28.28	0.05	0.05	8.87	0.25	0.1	7.51	8.54	0.86	0.48	368	8.79	15.29	52.72	0.06	-1.1	157.9	35.11	0.79	-0.06	0.06	0.79	-1.58
77	fg3_m12	0	5.18	2	1	0.0	0.0	0.5739124351853161	-2.3911259620655	4.378938385735018	-0.017455303594202106	-0.006186293891935668	3.5378	0.11978191896384065	110	1.8	0.12	0.02	9.54	0.16	0.14	26.41	9.75	0.96	0.77	368	7.22	16.87	43.36	0.08	-0.83	151.32	24.49	0.33	-0.82	0.08	0.33	0.61
78	fg3_m12	0	5.57	2	1	0.0	0.0	0.5842664128144808	-2.4329845434711475	4.3907783430434915	-0.02610345140098395	-0.03558800429598945	3.7857	0.1568103921468994	117	12.56	0.06	0.08	12.53	0.2	0.13	8.57	6.38	1.09	0.48	368	7.65	19.31	42.76	0.15	-0.96	157.25	37.14	0.89	-0.22	0.15	0.89	0.89
79	fg3_m12	0	6.06	2	1	0.0	0.0	0.5868084540185561	-2.4743488324945857	4.316959333632358	-0.019874433207121702	-0.0633995451957127	3.6811	0.1395916141739358	122	12.13	0.06	0.04	12.23	0.21	0.09	5.83	7.59	0.68	0.48	368	7.9	26.59	44.27	-0.01	-1.0	156.35	30.47	0.74	-0.34	0.01	0.74	-1.17
80	fg3_m12	0	0.05	2	1	0.0	0.0	0.5837281119795056	-1.6616655865764962	3.2976985823111566	-0.028825033352633762	0.039639421380703005	0.5904	0.1102696390874125	128	1.15	0.04	0.07	11.12	0.81	0.83	6.57	5.85	0.68	0.77	1013	24.42	25.97	109.99	-0.01	-1.38	56.89	19.14	-0.21	0.55	0.01	0.21	0.14
81	fg3_m12	0	0.1	2	1	0.0	0.0	0.5697298565545031	-1.5510361930953769	3.1987266864817663	0.006803529278981314	0.023419729153497812	0.5879	0.15861773110641256	134	3.87	0.05	0.09	11.95	0.82	0.83	2.52	2.74	0.61	0.77	985	23.8	27.91	116.16	-0.02	-1.38	56.85	18.08	-0.16	0.6	0.02	0.16	-1.39
82	fg3_m12	0	0.2	2	1	0.0	0.0	0.5420517234078089	-1.5662624989423697	3.1288709603869598	-0.00834609634154633	0.031913607942371615	0.5477	0.15041208063650788	141	0.31	0.05	0.07	11.18	0.82	0.82	3.89	4.0	0.68	0.77	999	23.98	23.95	115.66	-0.01	-1.37	57.49	16.57	-0.11	0.94	0.01	0.11	0.97
83	fg3_m12	0	0.29	2	1	0.0	0.0	0.5374844531611377	-1.5304693939871359	3.110480795143181	0.016322178101655444	0.031979280917858684	0.5976	0.11572021906889035	148	1.99	0.04	0.08	12.91	0.82	0.81	4.11	3.91	0.61	0.77	1054	23.65	13.32	117.53	-0.0	-1.36	56.72	19.2	0.15	0.37	0.0	0.15	0.81
99	fg3_m12	1	2.2	3	1	0.0	0.0	0.6412732886108761	-2.1342331955591014	4.2409257456078455	0.19706891684005964	0.0023413743336760944	3.1898	0.5814059632260267	53	3.37	0.13	0.06	19.65	0.13	0.39	46.77	32.36	0.68	0.77	368	4.54	11.83	62.92	-0.34	-0.81	180.78	45.65	0.64	-0.29	0.34	0.64	-0.72
101	fg3_m12	1	2.54	3	1	0.0	0.0	0.5998103081043293	-2.3537809595652	4.475972703251017	0.09583230140722393	-0.0009565361755308801	3.0641	0.2272998285036455	74	12.5	0.07	0.06	15.55	0.26	0.5	19.68	27.01	0.86	0.77	368	8.81	5.42	61.2	-0.02	-0.47	168.18	31.76	0.6	-0.48	0.02	0.6	-0.21
102	fg3_m12	1	2.59	3	1	0.0	0.0	0.6031943170166679	-2.30256544402034	4.189015352311555	0.053410949951987766	0.002904098470533869	2.8487	0.2257271441971545	81	3.65	0.06	0.05	9.22	0.26	0.45	9.08	11.37	1.09	0.77	368	8.66	0.51	63.0	-0.04	-0.38	163.49	29.9	0.44	-0.58	0.04	0.44	-1.34
104	fg3_m12	0	2.79	3	1	0.0	0.0	0.5773443420765956	-2.1541426787933866	3.8651470042736857	0.012837382707922515	0.003039077907049623	2.0951	0.1606967153362678	94	2.8	0.05	0.04	15.54	0.29	0.47	7.63	12.72	0.86	0.88	762	11.36	20.5	72.28	0.05	-0.47	150.37	24.33	0.94	0.1	0.05	0.94	0.14
105	fg3_m12	0	3.62	3	1	0.0	0.0	0.5919946818764622	-2.226242642764172	3.742141834412844	-0.0013212926258271975	-0.004131131384093414	2.121	0.10053627130278946	99	12.37	0.06	0.03	10.41	0.3	0.48	8.22	8.68	0.86	0.48	368	10.56	13.78	68.2	-0.15	-0.55	162.7	22.71	0.3	-0.37	0.15	0.3	0.5
106	fg3_m12	0	4.6	3	1	0.0	0.0	0.5983289824915888	-2.3434467095783456	4.139409468731648	0.046257971639205926	-0.003909682970514511	2.7996	0.11342524550969738	104	0.23	0.06	0.06	11.52	0.29	0.52	23.1	19.43	0.68	0.48	368	10.12	4.67	66.85	-0.06	-0.46	166.55	28.67	0.82	-0.18	0.06	0.82	-0.9
107	fg3_m12	0	5.18	3	1	0.0	0.0	0.5923678392862379	-2.3453480008011107	3.9957821597441945	-0.027722950376937224	0.0001922973261781901	2.6935	0.13616858901618364	111	2.3	0.07	0.06	13.66	0.28	0.49	23.24	20.58	0.68	0.48	368	10.97	9.15	62.61	-0.18	-0.2	163.74	23.6	0.78	0.13	0.18	0.78	-0.13
108	fg3_m12	0	5.57	3	1	0.0	0.0	0.6073379055770508	-2.418262481688692	4.308782033304474	-0.045798583458211986	-0.003877525929675879	2.9115	0.2429563496649697	118	2.79	0.08	0.06	14.53	0.26	0.48	20.12	25.17	0.86	0.48	368	10.31	16.65	60.23	-0.03	-0.22	164.8	25.35	0.86	0.09	0.03	0.86	2.16
109	fg3_m12	0	6.06	3	1	0.0	0.0	0.6037147336592181	-2.4237795626952643	4.332314828385987	-0.0198515758081614	-0.004393962819247501	2.7412	0.2226116574711991	123	9.96	0.08	0.04	18.83	0.37	0.84	11.84	12.75	0.68	0.48	967	35.77	14.36	88.72	0.01	-1.14	148.61	20.96	1.74	2.83	0.01	1.74	1.31
111	fg3_m12	0	0.1	3	1	0.0	0.0	0.5091703636099318	-1.7453341739603254	2.6771751247949482	-0.033570108883930104	-0.0007983332256289397	0.8302	0.08237522414385383	135	4.13	0.03	0.07	8.93	0.75	0.29	6.02	15.85	1.25	0.48	1256	16.25	16.2	81.55	-0.04	-1.14	60.42	22.45	0.2	0.78	0.04	0.2	0.11
112	fg3_m12	0	0.2	3	1	0.0	0.0	0.4723219204318688	-1.7647560912518174	2.6649281542567653	0.001345200757648911	0.0050779054609361935	0.8627	0.05768296971502511	142	4.26	0.04	0.09	14.73	0.78	0.31	4.9	11.26	2.12	0.21	1256	15.54	22.07	79.64	-0.05	-1.14	60.54	25.4	0.54	1.48	0.05	0.54	0.32
113	fg3_m12	0	0.29	3	2	10.31456113889757	3.214252571314884	0.5587088919062395	-1.0312546178655098	1.4504532976218285	0.6175674324671944	0.040516755417198416	0.8343	0.7249640382364742	149	4.47	0.03	0.09	10.03	0.84	0.29	8.95	14.91	2.15	0.48	1256	16.45	11.86	79.38	-0.04	-1.15	62.54	26.74	0.24	0.39	0.04	0.24	1.1
128	fg3_m12	1	2.2	4	1	0.0	0.0	0.5752473215034548	-1.8787475982673991	3.996765291576599	0.2458704872263797	0.0013628345522190065	2.6612	0.4326980024461893	54	86.24	0.12	0.04	10.62	0.15	-0.26	28.89	28.73	1.09	0.48	368	8.83	8.27	28.42	0.02	-0.83	146.61	28.86	0.32	-0.52	0.02	0.32	-1.05
129	fg3_m12	1	2.25	4	1	0.0	0.0	0.6121028817853872	-1.828068585307546	4.163185612309014	0.2692588967621256	-0.014790877729218091	2.4211	0.8030119765988146	60	3.52	0.09	0.04	7.3	0.15	0.19	41.38	27.2	0.86	0.77	368	9.96	6.98	24.16	0.01	-0.81	144.21	27.3	0.28	-0.34	0.01	0.28	-1.32
130	fg3_m12	1	2.35	4	1	0.0	0.0	0.5525906370070985	-1.8531042687761536	3.6697809226078086	0.1502618888145372	-0.0017116694863059591	2.0606	0.3654690735776344	66	1.45	0.07	0.03	7.7	0.18	0.22	10.84	9.41	0.86	0.48	368	10.21	17.04	28.14	-0.02	-0.69	143.32	24.12	0.04	-0.55	0.02	0.04	-0.53
131	fg3_m12	1	2.54	4	1	0.0	0.0	0.596143539815312	-2.180822862167628	3.7497558242970688	0.10230782889059556	0.008220742729230648	2.1962	0.18211667313394772	75	8.95	0.06	0.02	8.01	0.18	0.15	7.77	8.63	0.68	0.77	368	9.47	11.64	31.76	0.15	-0.77	145.27	25.49	0.11	-0.45	0.15	0.11	1.47
132	fg3_m12	1	2.59	4	1	0.0	0.0	0.5371899443366528	-2.1128871776374742	3.570540332449529	0.04413070165726984	-0.0022563840630878892	2.1445	0.17515309399349432	82	21.27	0.05	0.04	6.89	0.21	0.13	7.46	6.73	0.96	0.77	368	9.54	21.95	32.9	0.17	-0.88	144.29	25.15	0.06	-0.54	0.17	0.06	-0.1
133	fg3_m12	0	2.69	4	1	0.0	0.0	0.553427217465812	-2.0700437623113883	3.5712408179616952	0.05066306471341779	-0.006252030076470205	2.0482	0.12204501030206645	88	15.18	0.07	0.03	7.59	0.2	0.09	5.2	5.24	0.68	0.77	368	9.23	23.89	33.74	0.16	-1.04	143.11	25.64	0.08	-0.44	0.16	0.08	-1.39
134	fg3_m12	0	2.79	4	1	0.0	0.0	0.5715345240607931	-2.0311042126316994	3.628845874218871	0.07263738988030488	0.0013950779397986046	2.1102	0.2975411746286064	95	35.64	0.07	0.03	8.71	0.2	0.06	16.39	10.68	1.09	0.48	368	9.52	22.6	32.54	-0.1	-1.12	143.43	25.0	0.42	-0.47	0.1	0.42	0.63
136	fg3_m12	0	4.6	4	1	0.0	0.0	0.5924338209383825	-2.469198197561792	4.325251253160049	-0.011269519249529259	-0.01028412741649372	3.6044	0.16341425924896102	105	59.71	0.09	0.05	8.85	0.16	-0.1	9.98	7.3	0.86	0.77	368	7.66	15.06	32.48	0.05	-1.08	151.89	37.29	1.03	0.1	0.05	1.03	1.53
137	fg3_m12	0	5.18	4	1	0.0	0.0	0.5804946242465913	-2.4709173377095843	4.369612268614282	0.0004692464273116378	-0.014523258925202209	3.7944	0.17496358557165362	112	84.14	0.08	0.04	7.67	0.17	-0.05	16.02	4.38	0.86	0.77	368	7.66	19.18	34.48	0.09	-1.01	152.74	36.24	0.88	-0.13	0.09	0.88	-0.48
140	fg3_m12	0	0.05	4	1	0.0	0.0	0.4989058338766613	-1.7916570618148215	2.770722011402362	-0.036418242479993465	-0.006570026235813782	0.9206	0.0727999313457943	129	2.38	0.03	0.08	8.98	0.8	0.21	8.47	22.47	0.43	0.48	1256	15.14	0.24	70.27	-0.04	-1.13	62.27	22.49	0.33	0.77	0.04	0.33	-0.7
141	fg3_m12	0	0.1	4	1	0.0	0.0	0.5098882189658912	-1.735221779341638	2.6686909836138644	-0.02522738887846537	-0.0007902581600295974	0.8462	0.0859635290713251	136	3.52	0.03	0.1	8.7	0.82	0.21	1.78	6.94	0.61	0.48	1256	15.24	6.46	71.85	0.01	-1.2	61.6	24.92	0.15	0.32	0.01	0.15	-1.08
142	fg3_m12	0	0.2	4	1	0.0	0.0	0.4836521574781282	-1.7746989311856454	2.66478313873784	0.0007502536538735874	0.005146923377884295	0.9163	0.06346522236853283	143	0.81	0.03	0.09	8.6	0.85	0.23	2.61	8.62	0.3	0.48	764	14.14	2.77	63.75	-0.05	-1.18	65.23	24.56	-0.13	0.09	0.05	0.13	0.92
143	fg3_m12	0	0.29	4	1	0.0	0.0	0.5262759429445739	-1.7725272926637337	2.714456935739087	0.005448942160737758	0.009351561519050908	0.843	0.07648842003750332	150	3.2	0.04	0.1	8.33	0.87	0.18	2.54	7.2	0.43	0.48	764	14.66	3.8	62.26	-0.03	-1.14	67.77	24.25	0.04	0.19	0.03	0.04	-1.67
159	fg3_m12	1	2.2	5	1	0.0	0.0	0.5652179208591736	-1.9854161117893647	3.687622676058628	0.11831891436617857	0.006051890776948924	1.9608	0.3272542414737948	55	1.62	0.06	0.03	16.29	0.27	0.51	21.93	31.66	0.96	0.48	763	12.25	2.05	57.27	0.41	-0.14	145.12	26.75	0.28	-0.61	0.41	0.28	0.27
160	fg3_m12	1	2.25	5	1	0.0	0.0	0.5592829295138425	-2.0317347754367434	3.779776839918338	0.15149112254226765	0.0012079454393144967	2.0459	0.3924869581346801	61	10.07	0.05	0.02	18.45	0.3	0.54	23.75	37.13	0.96	0.48	762	12.79	3.37	60.37	0.45	-0.36	148.98	26.33	0.49	-0.55	0.45	0.49	-1.23
161	fg3_m12	1	2.54	5	1	0.0	0.0	0.5824665341560986	-2.2693715027799866	4.026276346796587	0.09465377638121772	-0.00198810942412684	2.7011	0.21879784032232547	76	13.71	0.05	0.05	14.4	0.31	0.51	9.7	14.45	0.86	0.77	368	10.69	9.69	62.77	-0.03	-0.79	165.32	31.52	0.44	-0.42	0.03	0.44	1.46
162	fg3_m12	1	2.59	5	1	0.0	0.0	0.5962178532767535	-2.284873392552108	4.333975425908506	0.07533513618784389	0.002918759853906696	3.0241	0.2867093737351288	83	10.78	0.06	0.03	9.78	0.27	0.45	4.77	6.79	0.86	0.77	368	7.79	14.6	67.86	-0.03	-0.79	166.77	33.82	0.53	-0.48	0.03	0.53	0.94
163	fg3_m12	0	2.69	5	1	0.0	0.0	0.599683165475092	-2.2890790304121134	4.501731271026702	0.07943567765113818	-0.002961326175480473	3.1469	0.145508598471821	89	28.7	0.07	0.05	19.58	0.19	0.51	26.32	29.01	0.86	0.48	368	6.35	19.76	67.9	-0.09	-0.57	167.94	35.69	0.52	-0.41	0.09	0.52	1.91
164	fg3_m12	0	3.62	5	1	0.0	0.0	0.6010167148193764	-2.1982021050860947	3.6878781466231727	-0.028700819793097732	-0.005295714407205243	2.005	0.09095076884064424	100	4.55	0.04	0.03	22.16	0.38	0.45	2.81	4.79	0.68	0.48	368	11.1	21.95	75.16	0.04	-0.75	161.7	26.93	0.31	-0.94	0.04	0.31	1.14
165	fg3_m12	0	4.6	5	1	0.0	0.0	0.6039404772425135	-2.4298483869485734	4.415599727334984	0.035637720131801345	-0.0026629159813411018	2.9943	0.09306471398913678	106	28.36	0.04	0.05	22.42	0.29	0.48	6.55	9.31	1.09	0.48	368	8.28	30.63	69.26	0.09	-0.53	167.58	33.18	0.74	-0.37	0.09	0.74	1.32
166	fg3_m12	0	5.18	5	1	0.0	0.0	0.5921150848122448	-2.452163575493838	4.397135430577436	-0.002342986006259557	-0.009098427512907898	2.9283	0.1082313669824946	113	9.0	0.05	0.05	20.8	0.32	0.44	10.79	13.27	1.09	0.48	368	8.96	26.92	68.56	0.04	-0.72	166.94	34.85	0.68	-0.47	0.04	0.68	-2.34
168	fg3_m12	0	6.06	5	1	0.0	0.0	0.6177327761778271	-2.468732945318421	4.4337732053407475	-0.02977769341360827	-0.008097387429563155	2.9569	0.1215464043357557	124	6.46	0.05	0.06	19.02	0.31	0.48	43.93	61.13	1.09	0.48	368	9.34	14.2	67.35	-0.07	-0.47	165.1	29.0	0.68	-0.36	0.07	0.68	-1.24
169	fg3_m12	0	0.05	5	1	0.0	0.0	0.4817133809198772	-1.7597106464394603	2.7737262901146997	-0.03695393963092719	-0.0026730641478873943	0.8937	0.05586989662377817	130	0.57	0.02	0.06	12.27	0.72	0.41	3.06	7.61	0.91	0.48	1256	16.68	23.5	85.79	-0.03	-1.1	59.57	20.7	0.15	0.22	0.03	0.15	-2.34
170	fg3_m12	0	0.1	5	1	0.0	0.0	0.4998610688910389	-1.7319570002515423	2.677020049499593	-0.03924190465876328	-0.001994080265378503	0.8043	0.07060695993101884	137	1.74	0.02	0.06	12.53	0.73	0.4	2.71	7.04	0.61	0.48	1256	16.85	22.72	88.78	-0.02	-1.1	58.71	22.09	0.22	0.11	0.02	0.22	0.28
171	fg3_m12	0	0.2	5	1	0.0	0.0	0.4732941205346424	-1.7445780383740657	2.6506217953729023	-0.02165294464900302	0.0018912437139171692	0.8585	0.0489881497259372	144	1.54	0.03	0.07	11.97	0.74	0.42	1.67	8.3	0.91	0.48	1256	17.25	25.56	86.41	-0.06	-1.14	56.63	22.34	0.1	0.04	0.06	0.1	0.79
172	fg3_m12	0	0.29	5	1	0.0	0.0	0.4986902370763418	-1.6969284851767164	2.701376844029648	-0.026581859565065556	0.005623781113137129	0.8242	0.08043376672161745	151	1.07	0.03	0.07	12.29	0.71	0.41	4.19	13.52	0.68	0.48	1256	16.19	13.78	89.29	-0.04	-1.09	57.56	23.19	-0.23	0.07	0.04	0.23	-1.22
187	fg3_m12	1	2.2	6	1	0.0	0.0	0.612448103076109	-2.015643989094232	4.8220724922373694	0.18343045039520406	7.718113623806039e-06	3.5721	0.4360903719690747	56	2.47	0.1	0.05	13.34	0.24	0.47	22.23	16.9	0.68	0.48	368	8.93	10.69	54.4	-0.39	-0.1	163.73	35.23	0.76	-0.17	0.39	0.76	1.34
188	fg3_m12	1	2.25	6	1	0.0	0.0	0.6046059695053255	-1.7406090073927047	4.693920491426193	0.1829849293421373	-0.005753114664664644	3.785	0.4701598195317654	62	20.52	0.18	0.06	27.03	0.32	0.55	53.0	59.5	0.68	0.21	760	12.21	26.26	52.3	0.03	-0.34	149.55	25.54	0.58	-0.22	0.03	0.58	1.2
189	fg3_m12	1	2.35	6	1	0.0	0.0	0.6167109439036218	-2.4874594457507397	4.688038544569928	0.110838330746336	0.006544577577224717	3.2609	0.2936550351166484	68	0.64	0.07	0.03	10.34	0.19	0.53	41.5	32.89	0.68	0.48	368	7.61	9.76	51.13	-0.39	0.23	161.32	24.06	0.07	-0.73	0.39	0.07	1.42
190	fg3_m12	1	2.54	6	1	0.0	0.0	0.5629149385208004	-2.099412998484933	3.6668211381443583	0.026949821902524103	0.0013021516849789467	1.7105	0.19100289490647665	77	6.22	0.04	0.02	9.47	0.26	0.51	8.41	13.04	0.86	0.48	764	12.07	6.46	58.84	0.25	-0.39	143.7	18.99	-0.04	-0.45	0.25	0.04	-0.35
191	fg3_m12	1	2.59	6	1	0.0	0.0	0.5741053602132987	-2.0782972545906437	3.6610891743948577	0.04774957372880826	-0.0013559223182475662	1.9473	0.21007211276531013	84	6.81	0.04	0.02	8.34	0.25	0.5	13.8	20.93	1.09	0.77	761	11.99	12.22	60.83	0.03	-0.17	143.15	18.81	0.08	-0.3	0.03	0.08	1.6
192	fg3_m12	0	2.69	6	1	0.0	0.0	0.5619922681162852	-2.03716436170161	3.515504361870852	-0.04009783558267367	0.001359727357632809	1.4914	0.2196335397925952	90	7.36	0.05	0.03	12.13	0.26	0.59	11.55	16.11	0.68	0.77	757	14.24	11.96	57.04	-0.08	-0.22	142.64	17.37	0.42	-0.29	0.08	0.42	-0.93
193	fg3_m12	0	2.79	6	1	0.0	0.0	0.5703683180398353	-2.1345282379664248	3.6194728233827593	-0.02295512103339326	0.00270030056902593	1.8331	0.1982722843133524	97	2.68	0.03	0.03	8.89	0.25	0.57	34.15	31.52	0.96	0.77	752	12.38	7.78	60.45	-0.09	-0.39	147.39	18.17	0.58	-0.35	0.09	0.58	0.14
194	fg3_m12	0	3.62	6	1	0.0	0.0	0.5725365222893953	-2.1115961537566657	3.5363499590668845	-0.0263416056577564	-0.009953771382558008	1.8625	0.12212371852888596	101	3.09	0.05	0.02	10.21	0.25	0.49	12.42	21.69	0.86	0.48	740	12.34	3.38	57.19	0.09	-0.51	146.63	14.35	0.41	-0.26	0.09	0.41	-1.25
195	fg3_m12	0	4.6	6	1	0.0	0.0	0.5763309827513667	-2.156921199525189	3.702220784467337	-0.039578044551477336	-0.010480526945295023	2.2379	0.09238400384776768	107	2.89	0.03	0.04	10.45	0.26	0.52	31.48	28.1	0.96	0.48	711	11.94	0.36	66.24	0.03	-0.28	149.77	16.73	0.49	0.57	0.03	0.49	-2.41
196	fg3_m12	0	5.18	6	1	0.0	0.0	0.6013730739809275	-2.3590091747236173	3.975665624937517	-0.06839972688820163	-0.016483715843499933	3.0165	0.0836999949380145	114	1.69	0.03	0.03	8.46	0.25	0.52	32.1	24.63	0.96	0.48	368	10.78	4.18	55.05	0.11	-0.23	160.68	18.33	0.51	-0.5	0.11	0.51	-0.08
